,username,comment,reply,retweet,like,Sentimiento
105,Guillermo Lasso,"Encontrémonos por un Ecuador democrático, libre, con bienestar y felicidad para todos. #EncontrémonosParaLograrlo",251,630,2700,0.3837310117401647
106,Guillermo Lasso,Muchas gracias a los ecuatorianos detrás de escena de la organización del debate. Son unos grandes. ,573,1400,8700,0.3817174313467024
107,Guillermo Lasso,Ahí está tu respuesta Arauz.,995,2100,6800,0.019087250398727326
108,Guillermo Lasso,"Apoyaremos el ingreso inmediato de Ecuador a la Alianza del Pacífico y la suscripción de acuerdos comerciales con Estados Unidos, Japón, Corea del Sur y más países del mundo. La apertura económica es inversión y miles de empleos. #EncontrémonosParaLograrlo",150,855,3300,0.3963103826334838
109,Guillermo Lasso,Ellos crearon impuestos especiales para las provincias afectadas por el terremoto de 2016. ¿Dónde está ese dinero? Robado por la corrupción. #AndrésNoMientasOtraVez,231,100,2700,0.0005234984743813857
110,Guillermo Lasso,Debatamos con ideas y propuestas. Los espero en #EcuadorDebate2021. https://vm.tiktok.com/ZMeAN68KT/,501,100,3600,0.3158892156026005
111,Guillermo Lasso,"Encontrémonos por un Ecuador seguro, justo e igualitario para todas las niñas y mujeres. #EncontrémonosParaLograrlo",151,380,1200,0.532579403470638
112,Guillermo Lasso,"Reitero mi posición de exigir transparencia y solidaridad en el proceso de vacunación. Nadie de mi familia, ni mi equipo de campaña se ha vacunado.",703,1400,3700,1.622628245437259e-05
113,Guillermo Lasso,"Cuenten conmigo, trabajaremos todos unidos por ese Ecuador del encuentro, donde cada familia pueda avanzar, prosperar y cumplir sus sueños. #EncontrémonosParaLograrlo",137,402,1400,0.11463050760591417
114,Guillermo Lasso,"Encontrémonos por ti, tu familia y el sueño de un Ecuador con bienestar, oportunidades y felicidad para todos. #EncontrémonosParaLograrlo",87,273,854,0.30358135739498376
115,Guillermo Lasso,"Esta semana nos encontramos con jóvenes y comunidades que buscan un Ecuador diferente, un país que promueva el respeto y la unión. Muchas gracias por estos maravillosos encuentros en Pichincha, Cotopaxi, Tungurahua y Guayas. ¡Sigamos sumando! #EncontrémonosParaLograrlo",104,220,921,2.4172473894746695e-05
117,Guillermo Lasso,"Aquí mi COMPROMISO FIRMADO por las MUJERES Y NIÑAS.Para ser el país moderno, desarrollado y próspero que queremos, es fundamental que resolvamos la inequidad, discriminación y violencia que soporta el 50% de nuestra población, las niñas y mujeres.#EncontrémonosParaLograrlo",215,736,2200,0.0003690729544539413
118,Guillermo Lasso,"Francisco, planteamos capacitación a la Policía y la Fiscalía sobre crímenes de odio contra personas LGBTIQ+ para que exista un adecuado tratamiento e investigación de estos terribles delitos que no deben darse. Queremos un Ecuador sin discriminación. #EncontrémonosParaLograrlo",48,105,465,2.3575203644007347e-06
119,Vamos Guillermo,Guillermo rechaza rotundamente lo sucedido en el Club de Rotarios. Los trolls de @ecuarauz no perdieron tiempo y ya están circulando una imagen falsa. ,66,277,407,0.0031056101773283495
120,Guillermo Lasso,"Lo ocurrido en el Club de Rotarios es inaceptable, hay que trabajar por una sociedad sin privilegios. Es nuestro deber ser solidarios con la salud de los más vulnerables. El proceso de vacunación tiene que ser transparente y con certezas para todos los ecuatorianos.",1.4K,1900,7100,2.327823324730054e-05
121,Guillermo Lasso,"GRACIAS CUTUGLAGUA. Comunidades indígenas, mestizas, montubias y afrodescendientes, todas unidas por el ENCUENTRO ENTRE ECUATORIANOS, apoyan la propuesta de desarrollo local, bienestar y reactivación económica para la Sierra. #EncontrémonosParaLograrlo",125,330,1100,0.011095747916425654
122,Guillermo Lasso,Hoy a las 20h00 compartiremos nuestras propuestas con distintos sectores de la sociedad civil. Los espero en una transmisión EN VIVO a través de mis redes sociales. ENCONTRÉMONOS PARA LOGRARLO. ,80,219,814,0.003145618455047496
123,Guillermo Lasso,Mi solidaridad y apoyo a quienes han sufrido ataques por pensar diferente. Mi propuesta es encontrarnos entre ecuatorianos con una causa común: el amor por nuestro país. Unidos no volverá jamás el odio ni la intolerancia.,966,1700,6600,1.925798591265365e-05
124,Guillermo Lasso,"Fue un gusto compartir con la Asociación de Productores Agrícolas Autónomos en Santa Lucía. Conversamos sobre riego parcelario, semillas gratuitas, créditos baratos e incentivos para el comercio y la inversión. Encuentros como este fortalecen a la agroindustria, GRACIAS. ",111,320,1300,0.037867961108268504
125,Guillermo Lasso,Seguimos escuchando historias de la ruralidad y las luchas por un cambio verdadero. A muchos padres y madres les quita el sueño no poder dar educación a sus hijos. Es una realidad preocupante que cambiaremos creando empleos bien pagados y garantizando educación de calidad. ,127,339,1100,7.699807539889444e-07
126,Guillermo Lasso,La dolarización se fortalece con una economía abierta al mundo que promueva el comercio y la inversión. #EncontrémonosParaLograrlo,222,570,1800,0.13284497903096423
127,Guillermo Lasso,"Es una buena noticia contarles que ayer firmamos un compromiso con  “Todos Por Los Animales EC”, iniciativa que lucha por el bienestar animal. Trabajaremos para impulsar proyectos en beneficio de los animales domésticos y de compañía. Gracias por este encuentro en Azuay. ",244,605,2300,7.858451464539472e-05
128,Guillermo Lasso,En Ecuador hay capacidad para emprender y mujeres líderes que cambian al mundo cada día con su trabajo. Ofreceremos talleres gratuitos sobre administración de negocios y acceso a financiamiento para impulsar los emprendimientos. #EncontrémonosParaLograrlo,56,123,413,0.09542079161790128
129,Guillermo Enrique Lasso,Hoy @LassoGuillermo atendió la invitación que le extendió @AMEcuador para dialogar acerca de sus ideas y propuestas para fortalecer y coordinar esfuerzos con todos los municipios para así beneficiar a todos los ciudadanos del Ecuador.,35,192,819,0.0014863219781751625
130,Guillermo Lasso,"El gobierno abierto promueve la innovación, las libertades y el poder de los ciudadanos. Es el camino para involucrar a los ecuatorianos en la toma de decisiones y fortalecer la administración pública. ¡Gracias por este encuentro! #EncontrémonosParaLograrlo",26,56,269,0.0024796544259678035
131,Guillermo Lasso,"Hoy nos encontramos con Organizaciones de la Sociedad Civil y académicos para conversar sobre gobierno abierto, ciudadanía y desarrollo. El derecho a la información y la participación deben ser pilares fundamentales para fortalecer la relación del gobierno con los ciudadanos.",52,141,569,0.0013694415818768118
132,Guillermo Lasso,No te dejes engañar con la campaña sucia de aquellos que se sienten perdidos. Nosotros SUBIREMOS el salario básico. #GuillermoLassoPresidente2021https://vm.tiktok.com/ZMehf5Ljr/,445,100,2700,9.231113549599365e-06
133,Guillermo Lasso,Gracias a la Asociación Ecuatoriana de Radiodifusión por este espacio para encontrarnos con los ecuatorianos a través de las más de 170 radios que se enlazaron esta mañana a la cadena nacional.¡Sigamos encontrándonos para escucharnos! #EncontrémonosParaEscucharnos,100,166,647,3.0142336350240117e-05
134,Guillermo Lasso,"La vacunación es fundamental para la salud de las familias. El Dr. @ABorreroVega ya se encuentra conversando con farmacéuticas, y aprendiendo de países como Chile, Colombia y EEUU para cumplir nuestra meta. La clave es negociar y conseguir la vacuna.: Cadena Nacional AER.",83,292,1200,0.12033440846135528
135,Guillermo Lasso,"El empleo y el emprendimiento son claves para reactivar la economía y sacar adelante a las familias. Esto es posible con un Ecuador que genere confianza y certidumbre, y que tenga una moneda fuerte. Un país que desdolariza no atrae inversión. : Cadena Nacional AER.",185,559,2400,0.00029627622272584904
136,Guillermo Lasso,Conocer la realidad de las mujeres es nuestro deber; no podemos quedarnos de brazos cruzados siendo testigos de estas injusticias.#EncontrémonosParaEscucharnos y construir un mejor Ecuador.,43,100,417,0.0013820147069817906
137,Guillermo Lasso,Nuestra propuesta es clara: ser un gobierno comprometido con las luchas de las mujeres y todos los grupos históricamente discriminados. #EncontrémonosConLasMujeres,203,448,1500,0.07603948875133258
138,Guillermo Lasso,"Gracias Belén, Alejandra, Juana, Ma. Eugenia, Sofía, Verónica y Ma. José por este maravilloso encuentro en Pichincha. @MLAlcivar y yo aprendimos mucho de ustedes y de sus luchas por un mejor Ecuador.El cambio será una realidad encontrándonos. #EncontrémonosConLasMujeres",48,134,663,0.014119236121211073
139,MaLourdes de Lasso,Mi saludo y admiración a todas las mujeres ecuatorianas. #DiaInternacionalDeLaMujer,31,152,658,0.18232440635664177
140,Guillermo Lasso,"Ser madre no debe limitar la vida profesional. Tanto en el sector público como el privado, promoveremos guarderías con salas de lactancia para que las mujeres continúen con sus trabajos y cuidando a sus hijos. : @WQRadio_Ec.",179,461,2400,5.9426491496602427e-05
141,Guillermo Lasso,"Encontrémonos para que nunca más las mujeres pierdan el sueño por la falta de trabajo. Abramos espacios en el mercado laboral y construyamos un Ecuador donde todas vivan empoderadas, tengan sus propios ingresos y sean independientes.#EncontrémonosParaEscucharnos",46,159,454,1.8848963715289086e-08
142,María Josefa Coronel,"“Todos saben mi posición de defender la vida desde su concepción, y morirè pensando así pero no estoy de acuerdo con una legislación que condene a cárcel una mujer que aborte por violación. Sería terminar de dañarla .. “ dijo @LassoGuillermo  en @WQRadio_EC",65,321,1300,4.327996106300957e-09
143,AsíAmaneció,Al aire: Periodistas ecuatorianas mujeres participan en programa especial por el #DiaDeLaMujer con el candidato presidencial ⁦@LassoGuillermo por la 102.1fm ⁦@WQRadio_EC⁩,22,41,167,0.046449441648411256
144,Guillermo Lasso,"Hoy y todos los días tenemos la urgencia de escucharnos y actuar por un Ecuador seguro, justo e igualitario para todas las niñas y mujeres. #EncontrémonosParaEscucharnos",51,123,394,0.030346758222854677
145,Guillermo Lasso,"Fue increíble escucharlos tan de cerca, conversar y responder todas sus preguntas. Nos encontramos por el empleo para construir un Ecuador con trabajos dignos y bien pagados para todos. Pronto tendremos más transmisiones en vivo, #EncontrémonosParaEscucharnos.",149,258,938,0.5909347253084867
146,Guillermo Lasso,Nosotros también somos parte del ambiente. Nuestra meta: Un Ecuador socialmente responsable y sostenible en los próximos 20 años. Les comparto unas de las propuestas que conversamos en San Pablo. ¡La transición ecológica es nuestro norte!#EncontrémonosPorElAmbiente,50,111,432,0.001450222823724092
147,Guillermo Lasso,"Un Presidente de la República debe promover el encuentro entre ecuatorianos. Nuestra propuesta busca unir al país y enfrentar las crisis con capacidad y experiencia. Y no solo es conversar, sino acordar y comprometerse al verdadero cambio.  : @Gamavisionecu.",144,284,1300,1.8315634996989845e-05
148,Guillermo Lasso,"El crecimiento económico nos permitirá impulsar más y mejores programas sociales. Con un Estado PRESENTE y un Gobierno EFICAZ, todas las familias tendrán servicios públicos de calidad y serán parte del progreso.  : @Gamavisionecu.",130,366,1700,0.7083860670118137
149,Guillermo Lasso,Es parte del pasado que queremos cambiar. En #ElEcuadorDelEncuentro todas y todos tienen cabida para construir la visión de un país unido en la diversidad.,128,122,100,0.007614246418667103
150,Guillermo Lasso,"Sin duda en parte de la sociedad ecuatoriana, yo incluido, aún existe mucho desconocimiento sobre la orientación sexual e identidad de género. Lo que sí tengo claro es que estigmatizar estas realidades ha causado dolor y violencia para las personas LGBTI+.",261,411,1700,4.932882617209516e-05
151,Vamos Guillermo,Hacemos un llamado al candidato @ecuarauz a que haga una campaña limpia y no use a los trolls correístas para difundir noticias falsas. @LassoGuillermo no ha sido vacunado contra el #COVID19 y no ha recibido ninguna “invitación” del Ministro de Salud.,95,296,433,1.0382694291516744e-06
152,Guillermo Lasso,"El proceso de vacunación debe incluir a más actores. Hoy vemos a un municipio, no solo al Gobierno en la compra de vacunas. Así se llegará a más ecuatorianos. Desde ahora, con el Dr. @ABorreroVega estamos trabajando en un Plan eficiente y transparente. : @teleamazonasec.",143,251,1200,4.2444019955052756e-05
153,Guillermo Lasso,"La economía, la lucha contra la corrupción, la salud y la seguridad ciudadana continuarán siendo pilares fundamentales de nuestro Plan de Gobierno. Con su apoyo, incluiremos más y mejores propuestas de medio ambiente, arte y cultura, mujeres y jóvenes. : @teleamazonasec.",72,260,1100,0.0028594291775006584
154,Guillermo Lasso,"Hay que adaptarse a los tiempos modernos y hacer cambios. Seguiré siendo el mismo Guillermo Lasso, pero los he escuchado. Estamos listos para trabajar con todos los ciudadanos y llegar al Ecuador del encuentro. : @teleamazonasec.",333,632,3900,0.0005099041702805989
155,Guillermo Lasso,Ya estamos en TikTok .http://vm.tiktok.com/ZMe2QrUyS/,3.1K,3200,13500,0.16070174125992098
156,Guillermo Lasso,"No, no estoy vacunado. Con @ABorreroVega estamos trabajando para que se vacunen los 17 millones de ecuatorianos. Saludos.",186,483,1900,1.3484529376232793e-05
157,Guillermo Lasso,"El Dr. @ABorreroVega tuvo una gran visita en Colombia para estudiar su plan de vacunación. Desde ahora, estamos trabajando por la salud de todos los ecuatorianos. Cumpliremos nuestra meta .",70,218,936,0.2830561593067055
158,Guillermo Lasso,"Agregamos un compromiso: proyectos de agua potable, alcantarillado pluvial y sanitario para prever enfermedades en los ecuatorianos. Invito al Ecuador del encuentro, donde las Alcaldías y el Gobierno Nacional puedan trabajar de manera transparente en beneficio de las familias.",33,79,399,0.012664587408762333
159,Guillermo Lasso,Muchas gracias a quienes se conectaron al EN VIVO. Seguiremos teniendo más encuentros en nuestras redes sociales. Un abrazo.,41,39,351,0.028262421046253542
160,Guillermo Lasso,"Hola, estamos EN VIVO en mi cuenta de Facebook, vayan y dejen sus preguntas con el hashtag #PuntoDeEncuentro . FB: https://facebook.com/LassoGuillermo/videos/230615382090666/…¡Los espero!",74,69,462,0.00011149841826758688
161,Guillermo Lasso,Durante nuestro Gobierno reformaremos el régimen penitenciario y carcelario para evitar el hacinamiento y cortar las conexiones con las mafias locales e internacionales.,283,261,1400,0.04315858348938122
162,Guillermo Lasso,"Mi total respaldo con la @PoliciaEcuador ante la nueva crisis que se está sufriendo en la cárceles del país, fruto del hacinamiento y de la influencia del crimen organizado.",598,535,2600,0.0007476068026316474
163,Guillermo Lasso,"Felicito a la Señora Fiscal @DianaSalazarM2 por el reconocimiento que recibió del Departamento de Estado de EEUU, por su lucha frontal y eficaz contra la corrupción.",1K,100,5100,0.00046124701750550206
164,Guillermo Lasso,"Vamos a reducir el exceso de impuestos, atraer inversión, abrir la economía al mundo, garantizar los servicios básicos y promover la generación de empleo. Estamos listos para empezar el camino hacia el verdadero cambio. : @elcomerciocom.",392,783,3500,0.0013453317684783098
165,Guillermo Lasso,La vacunación debe ser el principal punto del programa económico de un futuro gobierno. Lo dije en primera vuelta. La salud de los ciudadanos ecuatorianos es el primer paso para prender el motor del país y reactivar la economía. : @elcomerciocom.,63,230,100,4.669599162715459e-05
166,Guillermo Lasso,"Los jóvenes buscan ser autónomos, quieren emprender y ellos generar empleo. En nuestro gobierno impulsaremos las iniciativas de emprendimiento de cada joven en Ecuador con menos trabas y más libertad. : @eluniversocom.",90,215,987,0.0008389679428012116
167,Guillermo Lasso,"Mi campaña en primera vuelta se basó en el empleo, la lucha contra la corrupción, la salud y la seguridad ciudadana. Reconozco que hay causas que movieron el voto de los ecuatorianos que debemos incluir en nuestro Plan de Gobierno.: @eluniversocom.",198,311,1700,7.569195429086919e-05
168,Guillermo Lasso,"En nuestro gobierno proponemos:1. Reparación inmediata e incluirlas en el Programa de Víctimas y Testigos2. Actuar con celeridad y aplicar máximas penas3. Trabajar con la sociedad civil y ONG’s en planes de prevención, que luchen contra la violencia hacia las niñas y mujeres",93,168,743,0.0016330320169418585
169,Guillermo Lasso,"Cada niña y mujer tiene el derecho a vivir en paz, sin miedo y segura. Casos como el de Puerto Quito suceden todos los días en Ecuador. Hay que actuar y tomar medidas urgentes. El Estado tiene la responsabilidad de prevenir la violencia de género.",41,128,704,0.06517214313999484
170,Guillermo Lasso,"Es imperdonable que las niñas y mujeres aún sigan expuestas a esta violencia y abusos. El Estado tiene gran responsabilidad. Hay que mejorar el acceso a la justicia, dar acompañamiento psicológico inmediato a las víctimas y penas máximas a los criminales.",132,283,100,0.001572121537876201
171,Guillermo Lasso,¡Vamos a la segunda vuelta con ánimo y optimismo!Conmigo siempre habrá el espacio para tener un diálogo frontal y sincero que sume al objetivo de conseguir juntos #ElEcuadorDelEncuentro.,792,1300,5600,0.052331084155270984
172,Guillermo Lasso,"Es importante remarcar que la autoridad competente dentro del proceso es el Consejo Nacional Electoral.No es momento de temores, de defender a personas o intereses particulares. Es momento de defender y fortalecer la democracia.",139,530,1900,0.0005241647784235358
173,Guillermo Lasso,Quiero alertar a la ciudadanía que en las últimas horas se han producido hechos que deberían alarmar a todos quienes defendemos la democracia en Ecuador.1. Se ha retirado parcialmente el resguardo policial al @cnegobec2. Han intervenido algunas autoridades ajenas al proceso.,644,1300,3300,3.4192446356516206e-07
174,Guillermo Lasso,"Reconocemos tu voz y te escuchamos. Podemos construir un mejor Ecuador encontrándonos. Que la diversidad que nos hace únicos, también nos una. #ElEcuadorDelEncuentro",209,399,1500,0.0016927462639427704
175,Guillermo Lasso,"Quiero felicitar a mi querido amigo Michel Deller, conozco de primera mano su garra y pasión. Valores, que sumados al trabajo, han logrado dar forma a lo que es hoy el @IDV_EC. Felicitaciones a él y a todo su equipo.",81,227,1700,5.904470546678588e-06
176,Guillermo Lasso,"En mis 11 años recorriendo el país, he conversado con miles de familias ecuatorianas que han fortalecido nuestra lucha con sus ideas y propuestas.   Sigamos escuchándonos y construyendo.¿Qué les gustaría ver en #ElEcuadorDelEncuentro?",227,362,1900,3.895621592604087e-05
177,Guillermo Lasso,"Ayer les pregunté qué significaba para ustedes #ElEcuadorDelEncuentro.Para mí, es un país donde podamos escuchar y construir más y mejores oportunidades. Ese es el camino que nos llevará a la prosperidad y al verdadero cambio.",307,477,2400,2.2721576035946516e-07
178,Guillermo Lasso,"Candidato Pérez, un proceso de diálogo no admite coerción contra las autoridades electorales como la denuncia planteada por usted ante la Fiscalía, intentando presionar para que hagan lo que usted desea y no lo que deben hacer por la transparencia. Eso no es jugar limpio.",32,183,986,4.374671497682805e-10
179,Guillermo Lasso,"El recuento solicitado por usted no puede tener dedicatoria, no puede prestarse a la sospecha de fraude. Son las autoridades electorales las que tienen que escoger bajo un método aleatorio las mesas a verificar y no usted.",35,162,925,1.8759112416574984e-08
180,Guillermo Lasso,Resulta inoficioso y costoso en tiempo y recursos económicos verificar contablemente votos en provincias donde usted me ganó ampliamente y yo no las he objetado.,51,179,100,0.0005783221727668474
181,Guillermo Lasso,"El acuerdo quedó en manos de la autoridad electoral para definir detalles de recintos y mesas sobre las que se realizaría la verificación contable de votos. En ningún caso se acordó que sería usted, como lo ha dicho en su carta el sáb. 13, quien escoja las mesas. No es correcto.",58,191,969,8.654420418704298e-13
182,Guillermo Lasso,"Señor candidato @yakuperezg para mí la política no es un juego, es una permanente actitud de servicio a todos los ecuatorianos sin discriminación alguna.",785,100,5100,8.769592177407326e-05
183,Guillermo Lasso,"Hoy he presentado una carta a @DianaAtamaint, presidenta del CNE, sobre el proceso de reconteo de votos acordado el viernes 12.Les comparto el documento.",855,100,2600,0.0004177286287955428
185,Guillermo Lasso,Luchemos juntos por Ecuador.,248,847,3300,0.3499352441185855
186,Guillermo Lasso,Y aquí le comparto el documental Propagandia.,115,416,1200,0.2075895845381827
187,Guillermo Lasso,En 1 minuto estamos EN VIVO.Los esperamos en Facebook. #EcuadorUNIDO,41,43,340,0.03457769233113027
188,Guillermo Lasso,"Hoy, a las 18h15, mis declaraciones sobre el proceso electoral.FB: https://facebook.com/LassoGuillermo/posts/5072120476162488…#EcuadorUNIDO",98,191,906,0.042354302888852315
189,Guillermo Lasso,"De acuerdo con @xhervas, ese es el camino. Debemos unirnos y apoyar la opción democrática que los ecuatorianos decidan que pase a la segunda vuelta. Y luego llegar a acuerdos de gobernabilidad.",1.1K,1800,7400,0.0002294736963632701
190,Guillermo Lasso,"Hay que respetar la voluntad popular expresada el 7 de febrero por lo que todos los votos deben ser contados.  Hago un llamado a la tranquilidad mientras esperamos los resultados oficiales y a la unidad, a los que creemos en la democracia y en las oportunidades para todos.",934,939,5500,2.1518192655767085e-06
191,Pablo Arosemena Marriott,"Hoy, como con todo lo relevante en la vida, hay que ser PACIENTES y PERSEVERANTES.¡Ánimo amigos que aún no se acaba el partido!Guillermo Lasso sigue siendo la mejor propuesta para ganar las elecciones y lograr un Ecuador con oportunidades para todos. ",152,110,575,0.0002233457848423527
192,Guillermo Lasso,¡ESTO AÚN NO TERMINA!,589,585,2300,0.035875558925852924
193,Guillermo Enrique Lasso,"El proceso de conteo de las “actas con novedad” no es un “pedido” de nadie. La ley manda a que se cuenten el 100% de los votos, estas “actas con novedad” contienen parte (buena parte) de ese 100%. Por eso, paciencia y tranquilidad hasta entonces. #Elecciones2021Ec",88,148,766,5.0468140297524555e-08
194,Guillermo Lasso,"¡SEGUIMOS! Únete al Informativo CAMBIO 2021, donde podrás enterarte de las noticias de este proceso electoral y las votaciones de los candidatos de @CREOEcuador . Empezamos 15h00 .FB: https://facebook.com/LassoGuillermo/posts/5054950274546175…YT: https://youtu.be/Hr6MhVN70T0#EcuadorConLasso#YaVotéPorElCambio",53,108,536,0.019649963929646734
195,Guillermo Lasso,EL CAMBIO YA SE SIENTE EN TODO EL ECUADOR .¡VOTA TODO 21-6!#EcuadorConLasso#YaVotéPorElCambio,65,165,837,0.3802571095200867
196,Guillermo Lasso,TU VOTO POR LA 21-6 RESCATARÁ AL ECUADOR .  #EcuadorConLasso#YaVotéPorElCambio,82,261,1300,0.05910188538302783
197,Guillermo Lasso,EL CAMBIO VIENE Y ES IMPARABLE .  #EcuadorConLasso#YaVotéPorElCambio,170,561,3200,0.08555986635775449
198,Guillermo Lasso,¡VOTA TODO 21-6 PARA LASSO PRESIDENTE!#EcuadorConLasso#YaVotéPorElCambio,54,211,100,0.5500819777089309
199,Guillermo Lasso,“He votado por Guillermo Lasso” - @jaimenebotsaadi. Gracias a @La6Ecuador por su apoyo a esta lucha por un mejor Ecuador .#EcuadorConLasso#YaVotéPorElCambio,86,312,1500,0.02227986787566478
200,Guillermo Lasso,Únete al Informativo CAMBIO 2021 donde podrás conocer el minuto a minuto del proceso electoral y la votación de los candidatos de la LISTA 21 este 7 DE FEBRERO desde las 9H00.FB: https://facebook.com/LassoGuillermo/posts/5052416844799518…YT: https://youtu.be/EyBT-6vj6xY#EcuadorConLasso#YaVotéPorElCambio,42,116,353,0.1875600056972607
201,Guillermo Lasso,TENEMOS LA CAPACIDAD PARA RESCATAR AL ECUADOR .  ¡VOTA TODO 21-6!   #EcuadorConLasso#YaVotéPorElCambio,104,463,2100,0.1947234898436391
202,Guillermo Lasso,El Ecuador hoy vota por el cambio y la prosperidad.¡VOTA TODO 21-6!#EcuadorConLasso#YaVotéPorElCambio,54,155,579,0.011647022031212626
203,Guillermo Lasso,¡VOTA TODO 21-6!#EcuadorConLasso#YaVotéPorElCambio,86,279,1100,0.5957399490333923
204,Guillermo Lasso,"Tu voto cambiará la historia del Ecuador.Tienes una responsabilidad con tu familia y tu propio futuro. Hoy, escoge la opción del empleo, las oportunidades y la unidad.¡VOTA TODO 21-6!#EcuadorConLasso#YaVotéPorElCambio",67,234,935,0.0001872434521433879
205,Guillermo Lasso,¡ESTE ES EL ECUADOR DEL EMPLEO!El que juntos vamos a lograr con #CapacidadParaCambiar .VOTA TODO 21-6 . #EcuadorConLasso#LassoPresidente2021,157,319,100,0.1702979697702761
206,Guillermo Lasso,"Ecuador y Guayaquil votan todo 21-6, la opción con la CAPACIDAD PARA CAMBIAR. @creoecuador @la6ecuador #EcuadorConLasso#LassoPresidente2021",62,254,916,0.2996166016631684
207,Guillermo Lasso,"Gracias Presidente @tutoquiroga por su mensaje y apoyo a esta causa. América Latina volverá a ser una región próspera y llena de oportunidades. Este 7 de febrero, #EcuadorConLasso . Un abrazo.",71,307,100,0.005389293130475234
208,Guillermo Lasso,Promoveremos un amplio programa de inversión que genere empleo y valor para la sociedad ecuatoriana . #EcuadorConLasso#LassoPresidente2021,48,244,963,0.5857917401273912
209,Guillermo Lasso,"Por un empleo digno, bien pagado y con seguridad social, VOTA TODO 21-6 . ¡Tenemos la #CapacidadParaCambiar!#EcuadorConLasso#LassoPresidente2021",61,256,960,0.00829955050708949
210,Guillermo Lasso,"¡Más ecuatorianos se unen al CAMBIO! Gracias a Beto, el ganador de #MasterChefEcuador, por su apoyo a nuestra lucha. Juntos trabajaremos para RESCATAR AL ECUADOR . #EcuadorConLasso#LassoPresidente2021",70,265,945,0.007993057413140249
211,Guillermo Lasso,Durante los 4 años de gobierno vamos a provocar un SHOCK DE INVERSIÓN para la generación de empleo. ¡Abriremos la puerta de las oportunidades! Trabajaremos por la prosperidad de todos . : @Vera_ASuManera.#EcuadorConLasso,54,149,598,0.004185799832967693
212,Guillermo Lasso,"Yo quiero construir unidad en el Ecuador. ¡Unidos respetando la diversidad! No es lo más común en la política, pero ante las crisis que enfrentamos debemos escoger al país primero. : @Vera_ASuManera.#EcuadorConLasso",47,157,620,1.904129576704093e-05
213,Guillermo Lasso,"Jamás apoyaré a quienes negocian con terroristas en el exterior y reciben dinero para su campaña, a quienes han perseguido a los ecuatorianos y destruido al país. Que ellos se queden en el pasado, este 7 de febrero VOTA POR EL CAMBIO .: #VeraASuManera.#EcuadorConLasso",234,748,3100,2.298980577062718e-06
214,Guillermo Lasso,"Hoy, 4 de febrero, entrevista con @CarlosVerareal en @tctelevision . Podrán acompañarme en nuestra transmisión EN VIVO desde mis redes sociales .FB: https://facebook.com/LassoGuillermo/posts/5042286369145899…YT: https://youtu.be/CniYRzTl1Pk#LassoPresidente2021 #EcuadorConLasso #LassoYaGanó",43,76,271,0.05410350050825054
215,Guillermo Lasso,LASSO PRESIDENTE 2021 .#EcuadorConLasso#LassoYaGanó,70,299,1400,0.49789225920557484
216,Guillermo Lasso,Mi compañera de vida .#EcuadorConLasso#LassoYaGanó,98,369,2700,0.15989327415315643
217,Guillermo Lasso,"¡UNIDOS POR EL ECUADOR! Este 7 de febrero, el CAMBIO está en tus manos. Votar por la 21-6 es votar por el empleo y un país de oportunidades .#EcuadorConLasso#LassoYaGanó",64,204,777,0.014783870944529076
218,Guillermo Lasso,¡HOY! Te esperamos en la 9 de octubre para celebrar la llegada del CAMBIO .VAMOS CON CAPACIDAD PARA CAMBIAR .#CapacidadParaCambiar #LassoPresidente2021,35,116,464,3.046719000663901e-05
219,Guillermo Lasso,¡LOS SUBSIDIOS SON PARA LOS POBRES!#CapacidadParaCambiar#LassoPresidente2021,41,140,471,0.268430920663491
220,Guillermo Lasso,"Tenemos una gran tarea por delante: superar la crisis económica, sanitaria, de seguridad ciudadana y de corrupción. Contamos con el Plan de Gobierno y un gran grupo de ecuatorianos para empezar el CAMBIO. : Rueda de Prensa en Guayaquil. #LassoPresidente2021",24,141,560,0.001851741889509097
221,Guillermo Lasso,El Estado no tiene un solo centavo. Por eso tenemos que promover la inversión para la generación de empleo. QUE EL ECUADOR VUELVA A SER UN PAÍS PRÓSPERO .: Rueda de Prensa en Guayaquil. #LassoPresidente2021,53,207,883,4.346073283502536e-06
222,Guillermo Lasso,"El pueblo ecuatoriano está cansado de 14 años de Socialismo del Siglo XXI. ¡Quieren el CAMBIO! Nosotros representamos la alternativa de los empleos bien pagados, una economía en crecimiento y oportunidades para todos.: Rueda de Prensa en Guayaquil. #LassoPresidente2021",280,710,2600,0.021084402802658386
223,Guillermo Lasso,"¡GRAN DÍA DE CAMPAÑA EN GUAYAQUIL!El 7 de febrero, vamos a ganar esta elección para lograr una democracia plena, gozar de libertad y construir un país próspero. El CAMBIO empieza votando por la alianza 21-6 . : Rueda de Prensa en Guayaquil. #LassoPresidente2021",45,157,573,0.02607374194288209
224,Guillermo Lasso,¡AHORA! Los invito a acompañarme en la Rueda de Prensa por el CIERRE DE CAMPAÑA en Guayaquil .Únanse al CAMBIO en los siguientes links .FB: https://facebook.com/LassoGuillermo/posts/5040837065957496…YT: https://youtube.com/watch?v=XxCGUDmwX0s…#LassoPresidente2021,17,99,323,0.0032629119585154266
